prop_name,borough,longitude,latitude,fountain_type,feature_status,boro
Bronx Park,X,-73.876506,40.869247,A,Active,Bronx
Randall's Island Park,M,-73.923588,40.799292,Food Prep Sink,Active,M
Winthrop Playground,B,-73.954759,40.656507,CS Concrete,Active,B
Whitey Ford Field,Q,-73.935117,40.77723,D,Active,Q
Linden Park,B,-73.887302,40.658242,A,Active,B
John V. Lindsay East River Park,M,-73.972897,40.724191,A,Active,M
Playground Seventy Five,Q,-73.80837,40.726334,D,Active,Q
Conch Playground,Q,-73.781167,40.59608,Bottle Filler High Low,Active,Q
Pelham Bay Park,X,-73.819883,40.851077,F High Low,Active,Bronx
Msgr. McGolrick Park,B,-73.943359,40.725277,E High Low,Active,B
Dr. Green Playground,B,-73.906643,40.666935,A,Active,B
Idlewild Park,Q,-73.759344,40.657091,C,Active,Q
East River Waterfront Esplanade,M,-74.005052,40.704837,Pedestal High Low,Active,M
Sixteen Sycamores Playground,B,-73.980706,40.68674,C,Active,B
Flushing Meadows Corona Park,Q,-73.848349,40.751368,Food Prep Sink,Active,Q
Flushing Meadows Corona Park,Q,-73.847029,40.747649,A,Active,Q
Loreto Playground,X,-73.85193,40.8486,A,Active,Bronx
Hamilton Fish Park,M,-73.981157,40.720242,B,Active,M
Drew Playground,X,-73.903293,40.833156,C,Active,Bronx
Washington Park,X,-73.893617,40.855815,G,Active,Bronx
Clove Lakes Park,R,-74.1071,40.618252,Bottle Filler High Low,Active,R
Central Park,M,-73.954048,40.796601,A,Active,M
Half-Nelson Playground,X,-73.919245,40.846766,C,Active,Bronx
Central Park,M,-73.95552,40.791608,E and Dog,Active,M
Surf Playground,B,-73.992657,40.573637,C,Active,B
Kissena Corridor Park,Q,-73.822226,40.748916,C,Active,Q
Lincoln Terrace / Arthur S. Somers Park,B,-73.928116,40.66628,F High Low,Active,B
Wayanda Park,Q,-73.739669,40.710691,A,Active,Q
Prospect Park,B,-73.967964,40.661604,E and Dog,Active,B
Pelham Bay Park,X,-73.79472,40.864497,A,Active,Bronx
Cobble Hill Park,B,-73.996455,40.688318,B,Active,B
McGuire Fields,B,-73.900159,40.619412,D,Active,B
John Jay Park,M,-73.949318,40.769538,B,Active,M
Franklin D. Roosevelt Boardwalk and Beach,R,-74.084519,40.573287,Bottle Filler High Low,Active,R
Juniper Valley Park,Q,-73.877558,40.720957,D,Active,Q
Red Hook Recreation Area,B,-74.006848,40.672414,A,Active,B
Flushing Meadows Corona Park,Q,-73.838756,40.744803,A,Active,Q
Harry Chapin Playground,B,-73.995147,40.700561,E,Active,B
Latimer Playground,Q,-73.786558,40.696326,C,Active,Q
Newport Playground,B,-73.90687,40.660949,CS Metal High Low,Active,B
Clove Lakes Park,R,-74.105597,40.617949,Food Prep Sink,Active,R
Francis Lewis Park,Q,-73.825202,40.795896,A,Active,Q
Bushwick Playground,B,-73.939244,40.70169,B,Active,B
Rochdale Park,Q,-73.774417,40.674113,Indoor Drinking Fountain,Active,Q
Jackie Robinson Park Playground,B,-73.927685,40.680142,A,Active,B
Marine Park,B,-73.928461,40.596826,F High Low,Active,B
Bellevue South Park,M,-73.978054,40.740252,E and Dog,Active,M
McLaughlin Park,B,-73.986626,40.696351,C,Active,B
Astoria Heights Playground,Q,-73.911922,40.760083,Bottle Filler High Low,Active,Q
John V. Lindsay East River Park,M,-73.976107,40.714418,E,Active,M
Columbus Park,M,-73.999755,40.714191,A,Active,M
Rev. T. Wendell Foster Park and Recreation Center,X,-73.92409,40.831631,CS Metal,Active,Bronx
James Weldon Johnson Playground,M,-73.941898,40.796976,F High Low,Active,M
Babi Yar Triangle,B,-73.954522,40.579383,B,Active,B
Central Park,M,-73.974415,40.768968,B,Active,M
Fermi Playground,B,-73.928612,40.700332,C,Active,B
Captain William Harry Thompson Playground,X,-73.877807,40.834512,A,Active,Bronx
People's Park,X,-73.917027,40.809433,B,Active,Bronx
Crotona Park,X,-73.895347,40.840033,Indoor Drinking Fountain,Active,Bronx
Beach 17 Playground,Q,-73.750826,40.594864,A,Active,Q
Friends Field,B,-73.972678,40.618819,C,Active,B
Sgt. William Dougherty Playground,B,-73.936286,40.723852,Bottle Filler High Low,Active,B
Lt. Wm. Tighe Triangle,M,-73.92812,40.865846,C,Active,M
Slattery Playground,X,-73.898288,40.857332,D,Active,Bronx
Williamsbridge Oval,X,-73.877927,40.876592,E High Low,Active,Bronx
Calvert Vaux Park,B,-73.990256,40.587787,E,Active,B
Murray Playground,Q,-73.948196,40.74697,D,Active,Q
East Flatbush Children's Playground,B,-73.926913,40.663298,C,Active,B
Central Park,M,-73.981071,40.768413,E,Active,M
Kissena Park,Q,-73.808407,40.742311,C,Active,Q
Sidney Hillman Playground,M,-73.979748,40.715267,A,Active,M
St. Nicholas Park,M,-73.948858,40.815938,A,Active,M
Flushing Meadows Corona Park,Q,-73.83876,40.744784,A,Active,Q
White Playground,M,-73.945668,40.791823,F,Active,M
Prospect Park,B,-73.974551,40.665366,Indoor Drinking Fountain,Active,B
Prospect Park,B,-73.971919,40.655225,Bottle Filler Fountain,Active,B
Harding Park,X,-73.856874,40.810173,C,Active,Bronx
Park,B,-73.973986,40.650934,A,Active,B
Grace Playground,B,-73.894563,40.671602,A,Active,B
Coney Island Beach & Boardwalk,B,-73.959352,40.575053,E,Active,B
Van Cortlandt Park,X,-73.894854,40.89713,C,Active,Bronx
Corona Golf Playground,Q,-73.854756,40.747629,C,Active,Q
P.S. 279 Playground,B,-73.893291,40.644547,C,Active,B
Highland Park,Q,-73.883491,40.685184,D,Active,Q
Emerald Playground,Q,-73.806067,40.730771,CS Concrete,Active,Q
Juniper Valley Park,Q,-73.882585,40.719779,E,Active,Q
Marble Hill Playground,X,-73.907849,40.877719,A,Active,Bronx
Central Park,M,-73.952468,40.797993,B,Active,M
Gen. Douglas MacArthur Park,R,-74.100615,40.586016,A,Active,R
Queensbridge Park,Q,-73.948109,40.757232,C,Active,Q
Carl Schurz Park,M,-73.943018,40.775721,E and Dog,Active,M
Pelham Bay Park,X,-73.802073,40.858103,A,Active,Bronx
St. John's Park,B,-73.933902,40.673691,C,Active,B
Fordham Landing Playground,X,-73.910673,40.863205,D,Active,Bronx
Coney Island Beach & Boardwalk,B,-73.983349,40.572653,E,Active,B
Merriam Playground,X,-73.926693,40.84066,E,Active,Bronx
Beach 9 Playground,Q,-73.744598,40.595477,D,Active,Q
Walter Gladwin Park,X,-73.893923,40.846016,C,Active,Bronx
Dyker Beach Park,B,-74.020738,40.607088,A,Active,B
Breukelen Ballfields,B,-73.891482,40.650485,C,Active,B
Marcus Garvey Park,M,-73.94486,40.804984,Indoor Drinking Fountain,Active,M
Prospect Park,B,-73.964445,40.659894,B,Active,B
Owl's Head Park,B,-74.030157,40.640524,C,Active,B
Tappen Park,R,-74.077327,40.62688,A,Active,R
Franklin D. Roosevelt Boardwalk and Beach,R,-74.084174,40.574144,D,Active,R
John V. Lindsay East River Park,M,-73.973379,40.719499,E,Active,M
Flushing Meadows Corona Park,Q,-73.849053,40.740749,D,Active,Q
John V. Lindsay East River Park,M,-73.97701,40.712816,E,Active,M
Cunningham Park,Q,-73.772563,40.730032,A,Active,Q
Bill Brown Playground,B,-73.945965,40.59217,E,Active,B
Silver Lake Park,R,-74.099418,40.628109,Bottle Filler High Low,Active,R
Chelsea Recreation Center,M,-74.002219,40.748296,Indoor Drinking Fountain,Active,M
Frederick Douglass Playground,M,-73.967735,40.796993,A,Active,M
Central Park,M,-73.96452,40.782508,E,Active,M
Golconda Playground,B,-73.982864,40.697703,C,Active,B
Madison Square Park,M,-73.987421,40.742611,E High Low,Active,M
Police Officer John G. Scarangella Park,B,-73.984633,40.594944,E,Active,B
Hermon A. MacNeil Park,Q,-73.851213,40.791889,A,Active,Q
Harlem River Park,M,-73.934562,40.807333,B,Active,M
Calvert Vaux Park,B,-73.990517,40.58781,E,Active,B
Schmul Park,R,-74.186531,40.589407,Trough,Active,R
The Painter's Playground,Q,-73.859785,40.720436,A,Active,Q
Rufus King Park,Q,-73.803545,40.704213,A,Active,Q
Ten Eyck Playground,B,-73.938873,40.709018,CS Metal High Low,Active,B
Millbrook Playground,X,-73.917051,40.804378,E High Low,Active,Bronx
Hansborough Recreation Center,M,-73.939331,40.812834,Indoor Drinking Fountain,Active,M
Franklin D. Roosevelt Boardwalk and Beach,R,-74.091465,40.567665,A,Active,R
McCarren Park,B,-73.952891,40.721279,A,Active,B
Frank D. O'Connor Playground,Q,-73.886629,40.744389,A,Active,Q
Astoria Park,Q,-73.922167,40.778529,Indoor Drinking Fountain,Active,Q
Central Park,M,-73.966045,40.784189,Other,Active,M
Sheltering Arms Playground,M,-73.955551,40.815133,Water Cooler,Active,M
Lt. Lia Playground,R,-74.080029,40.643584,CS Concrete,Active,R
Rockaway Beach Boardwalk,Q,-73.810846,40.584641,Food Prep Sink,Active,Q
Chester Playground,B,-73.911853,40.668622,D,Active,B
Kelly Park Playground,B,-73.95751,40.603808,D,Active,B
Central Park,M,-73.952595,40.794236,E,Active,M
Dunbar Playground,X,-73.906034,40.823028,C,Active,Bronx
Cunningham Park,Q,-73.770051,40.735727,A,Active,Q
Vinmont Veteran Park,X,-73.904068,40.902834,A,Active,Bronx
Agnes Haywood Playground,X,-73.861715,40.880443,CS Metal,Active,Bronx
Flushing Meadows Corona Park,Q,-73.836483,40.747097,A,Active,Q
Frederick Johnson Playground,M,-73.935499,40.824787,Bottle Filler,Active,M
Louis Armstrong Community Center,Q,-73.861253,40.757223,Food Prep Sink,Active,Q
Highbridge Park,M,-73.924606,40.857756,C,Active,M
L/CPL Thomas P. Noonan Jr. Playground,Q,-73.922365,40.741163,F High Low,Active,Q
Pelham Bay Park,X,-73.824703,40.85171,Indoor Drinking Fountain,Active,Bronx
Wagner Playground,M,-73.934273,40.799804,B,Active,M
Pelham Bay Park,X,-73.791212,40.869246,A,Active,Bronx
St. John's Park,B,-73.934891,40.673861,Indoor Drinking Fountain,Active,B
Central Park,M,-73.968174,40.7841,E,Active,M
Washington Hall Park,B,-73.966479,40.695147,C,Active,B
John V. Lindsay East River Park,M,-73.973479,40.723138,A,Active,M
Old Town Playground,R,-74.080877,40.594492,A,Active,R
Railroad Playground,B,-73.914774,40.649979,A,Active,B
Stockton Playground,B,-73.948814,40.697223,F,Active,B
Forest Park,Q,-73.836359,40.709751,C,Active,Q
Franklin D. Roosevelt Boardwalk and Beach,R,-74.083069,40.574093,A,Active,R
Wards Island Park,M,-73.927264,40.789084,Water Cooler,Active,M
Harry Maze Playground,B,-73.923215,40.643282,C,Active,B
Lyons Square Playground,X,-73.888303,40.822618,CS Metal,Active,Bronx
Glenwood Playground,B,-73.919434,40.636894,F High Low,Active,B
Gerard P. Dugan Playground,R,-74.111508,40.56157,D,Active,R
Parade Ground,B,-73.966427,40.651895,A,Active,B
Galapo Playground,B,-73.946933,40.597872,C,Active,B
Playground Sixty Two LXII,Q,-73.852955,40.736211,C,Active,Q
Bronx Park,X,-73.87168,40.858408,A,Active,Bronx
Central Park,M,-73.951457,40.797062,Water Cooler,Active,M
Pelham Bay Park,X,-73.786292,40.870338,Double A,Active,Bronx
North Pacific Playground,B,-73.982218,40.68527,D,Active,B
Theodore Roosevelt Park,M,-73.973854,40.782135,E,Active,M
Astoria Park,Q,-73.922481,40.778043,A,Active,Q
Manhattan Beach Park,B,-73.946366,40.575938,E,Active,B
McGuire Fields,B,-73.898623,40.617795,C,Active,B
Marion Hopkinson Playground,B,-73.913856,40.68174,B,Active,B
Spuyten Duyvil Playground,X,-73.916248,40.887111,CS Metal,Active,Bronx
Dome Playground,B,-73.980463,40.638419,F High Low,Active,B
Sumner Playground,B,-73.942838,40.697019,F High Low,Active,B
St. Mary's Park,X,-73.91031,40.810344,A,Active,Bronx
Concrete Plant Park,X,-73.885263,40.824286,Bottle Filler High Low,Active,Bronx
John V. Lindsay East River Park,M,-73.977901,40.710892,E,Active,M
Wolfe's Pond Park,R,-74.186468,40.51934,A,Active,R
Flushing Meadows Corona Park,Q,-73.845202,40.744143,D,Active,Q
James J Walker Park,M,-74.006106,40.729927000000004,D,Active,M
Thorpe Family Playground,X,-73.894839,40.856171,C,Active,Bronx
Little Bay Park,Q,-73.792789,40.787891,E and Dog,Active,Q
Brizzi Playground,B,-73.994629,40.642316,C,Active,B
Squibb Park,B,-73.995341,40.70094,C,Active,B
Benson Playground,B,-74.002365,40.60251,F High Low,Active,B
Coney Island Beach & Boardwalk,B,-73.994562,40.571436,E,Active,B
Brownsville Playground,B,-73.902784,40.656223,Indoor Drinking Fountain,Active,B
Van Cortlandt Park,X,-73.896556,40.890315,Other,Active,Bronx
Thomas Greene Playground,B,-73.98552,40.680511,Indoor Drinking Fountain,Active,B
Cunningham Park,Q,-73.773276,40.729215,A,Active,Q
Flushing Meadows Corona Park,Q,-73.846961,40.747661,A,Active,Q
Underwood Park,B,-73.966339,40.688762,E,Active,B
Mosholu Parkway,X,-73.88042,40.868559,A,Active,Bronx
"Phil ""Scooter"" Rizzuto Park",Q,-73.820909,40.695133,D,Active,Q
Louis Pasteur Park,Q,-73.735477,40.761804,A,Active,Q
Rev. T. Wendell Foster Park and Recreation Center,X,-73.924034,40.831631,Indoor Drinking Fountain,Active,Bronx
Central Park,M,-73.973665,40.764838,D,Active,M
Sutton Parks,M,-73.962427,40.754991,E,Active,M
Co-op City Field,X,-73.824078,40.875688,A,Active,Bronx
Randall's Island Park,M,-73.914437,40.795486,Pedestal,Active,M
Randall's Island Park,M,-73.924708,40.79288,Bottle Filler Fountain,Active,M
Fort Tryon Park,M,-73.934751,40.85866,E High Low,Active,M
Washington's Walk,X,-73.898007,40.871461,A,Active,Bronx
Russell Sage Playground,Q,-73.851658,40.724206,C,Active,Q
Sherman Creek,M,-73.917788,40.861452,D,Active,M
Bronx Park,X,-73.870393000000007,40.847141,Food Prep Sink,Active,Bronx
Midland Field,R,-74.0975,40.5762,A,Active,R
Lost Battalion Hall Recreation Center,Q,-73.865512,40.731803,Food Prep Sink,Active,Q
John J Carty Park,B,-74.031652,40.61182,Indoor Drinking Fountain,Active,B
Flushing Meadows Corona Park,Q,-73.843544,40.751758,Food Prep Sink,Active,Q
Stuyvesant Square,M,-73.984274,40.734401,B,Active,M
Electric Playground,Q,-73.805243,40.735726,D,Active,Q
Central Park,M,-73.975397,40.774575,E and Dog,Active,M
Central Park,M,-73.971305,40.767631,Water Cooler,Active,M
Fort Tryon Park,M,-73.929369,40.865037,C,Active,M
Shore Park and Parkway,B,-74.040421,40.622303,C,Active,B
P.O. Reinaldo Salgado Playground,B,-73.925567,40.687929,D,Active,B
Washington Park,B,-73.984179,40.673004,E High Low,Active,B
Ranaqua Playground,X,-73.922221,40.806706,Bottle Filler High Low,Active,Bronx
Ferry Point Park,X,-73.838622,40.812083,CS Metal,Active,Bronx
Schiff Mall,M,-73.990402,40.718997,F and Dog,Active,M
Fort Washington Park,M,-73.946724,40.842066,C,Active,M
Asser Levy Playground,M,-73.975668,40.736143,Indoor Drinking Fountain,Active,M
Bronx Park,X,-73.871456,40.860413,CS Metal,Active,Bronx
Central Park,M,-73.968023,40.781269,E,Active,M
Baisley Pond Park,Q,-73.782273,40.677645,C,Active,Q
Fort Greene Park,B,-73.974731,40.692223,Water Cooler,Active,B
Bayswater Park,Q,-73.769178,40.600314,D,Active,Q
Fisher Pool,Q,-73.869459,40.758451,Water Cooler,Active,Q
Mathews-Palmer Playground,M,-73.992915,40.761246,F High Low,Active,M
Parade Ground,B,-73.971025,40.649768,Indoor Drinking Fountain,Active,B
Maria Hernandez Park,B,-73.923127,40.703844,E and Dog,Active,B
Betsy Head Park,B,-73.913142,40.663381,D,Active,B
Brooklyn Heights Promenade,B,-73.996176,40.699688,E,Active,B
Hamilton Fish Park,M,-73.981456,40.71998,Indoor Drinking Fountain,Active,M
Marine Park,B,-73.935982,40.608555,C,Active,B
Cunningham Park,Q,-73.772887,40.736981,D,Active,Q
Rienzi Playground,X,-73.858959,40.887583,Pedestal,Active,Bronx
Barrier Playground,Q,-73.854727,40.736175,A,Active,Q
Farm Playground,Q,-73.777463,40.736255,C,Active,Q
Hammel Playground,Q,-73.809416,40.588136,C,Active,Q
Randall's Island Park,M,-73.923379,40.799373,Indoor Drinking Fountain,Active,M
Alley Pond Park,Q,-73.748723,40.741924,A,Active,Q
Thomas Boyland Park,B,-73.907489,40.682019,Bottle Filler High Low,Active,B
Colden Playground,Q,-73.82698,40.770124,A,Active,Q
Shorehaven,X,-73.849306,40.807256,Pedestal,Active,Bronx
Carroll Park,B,-73.996154,40.681387,C,Active,B
Kissena Park,Q,-73.80406,40.749235,C,Active,Q
Sutter Ballfields,B,-73.887322,40.671558,A,Active,B
Star Spangled Playground,B,-73.958246,40.692062,C,Active,B
Morningside Park,M,-73.955607,40.80978,E High Low,Active,M
Colucci Playground,X,-73.835188,40.852196,A,Active,Bronx
Gun Hill Playground,X,-73.865401,40.874756,C,Active,Bronx
Randall's Island Park,M,-73.923946,40.800497,Pedestal,Active,M
Richman (Echo) Park,X,-73.902101,40.849462,CS Metal,Active,Bronx
Watson Gleason Playground,X,-73.868995,40.829075,B,Active,Bronx
Bushwick Inlet Park,B,-73.960821,40.721511,Pedestal High Low and Dog,Active,B
Willowbrook Park,R,-74.154895,40.606924,A,Active,R
Cardozo Playground,Q,-73.786629,40.593821,D,Active,Q
Rockaway Garage,Q,-73.802989,40.592171,Indoor Drinking Fountain,Active,Q
Flushing Meadows Corona Park,Q,-73.849373,40.751336,Indoor Drinking Fountain,Active,Q
High Rock Park,R,-74.12197,40.582828,Food Prep Sink,Active,R
Burns Playground,X,-73.836662,40.862809,C,Active,Bronx
Chelsea Recreation Center,M,-74.002219,40.748296,Indoor Drinking Fountain,Active,M
Wright Brothers Playground,M,-73.94157,40.831656,CS Metal,Active,M
Crocheron Park,Q,-73.765219,40.772511,A,Active,Q
Beach 9 Playground,Q,-73.744529,40.595647,A,Active,Q
Thomas Greene Playground,B,-73.985593,40.680229,A,Active,B
The High Line,M,-74.00451,40.748153,Other,Active,M
Van Cortlandt Park,X,-73.87234,40.89995,A,Active,Bronx
East Springfield Playground,Q,-73.739981,40.698671,A,Active,Q
East River Waterfront Esplanade,M,-73.991521,40.709725,Other,Active,M
Horseshoe Playground,X,-73.897676,40.824017,C,Active,Bronx
Fort Washington Park,M,-73.947483,40.841104,C,Active,M
Cadman Plaza Park,B,-73.99114,40.697273,E,Active,B
McKinley Park,B,-74.017209,40.625557,A,Active,B
Gwirtzman Triangle,Q,-73.862692,40.575583,E,Active,Q
Flushing Meadows Corona Park,Q,-73.838522,40.746354,A,Active,Q
Thomas Jefferson Park,M,-73.935145,40.793694,B,Active,M
Queensbridge Park,Q,-73.949394,40.756249,C,Active,Q
Isham Park,M,-73.919821,40.869176,E and Dog,Active,M
John Allen Payne Playground,B,-74.024109,40.640142,A,Active,B
Silver Lake Park,R,-74.095522,40.624936,A,Active,R
Clove Lakes Park,R,-74.105629,40.616508,A,Active,R
Captain Rivera Playground,X,-73.906967,40.818163,A,Active,Bronx
Flushing Meadows Corona Park,Q,-73.835037,40.729711,D,Active,Q
Greenwood Playground,B,-73.976597,40.650794,C,Active,B
Leif Ericson Park,B,-74.01828,40.634876,C,Active,B
Flushing Meadows Corona Park,Q,-73.8608,40.76408,B,Active,Q
Hinton Park,Q,-73.854513,40.755342,F High Low,Active,Q
Central Park,M,-73.969694,40.771808,E and Dog,Active,M
Forest Park,Q,-73.835496,40.710769,Slop Sink,Active,Q
Juniper Valley Park,Q,-73.884556,40.718749,Indoor Drinking Fountain,Active,Q
Andrew Haswell Green Park,M,-73.957751,40.759342,F,Active,M
Hawkins Park,X,-73.78652,40.846606,C,Active,Bronx
Bronx River Parkway,X,-73.874002,40.828018,Other,Active,Bronx
St. James Park,X,-73.89902,40.86455,Food Prep Sink,Active,Bronx
Brooklyn Bridge Park,B,-74.002795,40.693704,CS Metal,Active,B
Central Park,M,-73.977655,40.768431,B,Active,M
Mount Eden Malls,X,-73.909793,40.842892,C,Active,Bronx
Jennie Jerome Playground,X,-73.913413,40.845653,A,Active,Bronx
Pelham Bay Park,X,-73.825105,40.848427,E,Active,Bronx
Freshkills Park,R,-74.163757,40.592577,Food Prep Sink,Active,R
Bloomingdale Park,R,-74.210317,40.533181,D,Active,R
Coney Island Beach & Boardwalk,B,-73.958529,40.575289,E,Active,B
Vesuvio Playground,M,-74.002487,40.725256,E,Active,M
Sutter Ballfields,B,-73.887558,40.670644,C,Active,B
Prospect Park,B,-73.973706,40.666899,Bottle Filler Fountain,Active,B
Battery Park City,M,-74.0146,40.71572,Trough,Active,M
Riverside Park,M,-73.974985,40.797023,B,Active,M
Macombs Dam Park,X,-73.929648,40.82824,CS Metal,Active,Bronx
Mount Hope Playground,X,-73.909463,40.850159,C,Active,Bronx
Kosciuszko Pool,B,-73.948752,40.691293,Indoor Drinking Fountain,Active,B
Fort Totten Park,Q,-73.779669,40.792228,Food Prep Sink,Active,Q
Pratt Playground,B,-73.962679,40.692489,C,Active,B
Washington Market Park,M,-74.012169,40.717227,Other,Active,M
Almeda Playground,Q,-73.794502,40.593304,A,Active,Q
Gravesend Park,B,-73.98399,40.622963,C,Active,B
Prospect Park,B,-73.973349,40.663586,Drinking Fountain Sink Combination,Active,B
Canarsie Park,B,-73.892682,40.630975,D,Active,B
Arsenal West,M,-73.98292,40.769783,Water Cooler,Active,M
Central Park,M,-73.971202,40.781951,Monument,Active,M
Seth Low Playground/ Bealin Square,B,-73.986404,40.60856,E,Active,B
Saratoga Park,B,-73.918008,40.685222,B,Active,B
Utopia Playground,Q,-73.793424,40.731154,A,Active,Q
Sunset Park,B,-74.002163,40.647593,E High Low,Active,B
Forest Park,Q,-73.852705,40.700769,D,Active,Q
Kissena Corridor Park,Q,-73.825309,40.748276,C,Active,Q
Rockaway Beach Boardwalk,Q,-73.817548,40.582961,Food Prep Sink,Active,Q
Simeone Park,Q,-73.860032,40.741272,Bottle Filler High Low,Active,Q
Davis Playground,R,-74.085968,40.642346,C,Active,R
